Number	Morph	Frequency
1204	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	2
1205	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	2
1206	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Narr+A2pl	2
1207	Noun+Prop+A3sg+Pnon+Nom+Noun+Dim+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Nom	2
1208	Noun+Prop+A3sg+Pnon+Nom+Noun+Dim+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Dat	2
1209	Noun+Prop+A3sg+Pnon+Nom+Noun+Dim+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Ins	2
1210	Verb+Neg+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Loc	2
1211	Verb+Neg+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Dat	2
1212	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Gen	2
1213	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Nom	2
1214	Verb+Pos+Noun+FutPart+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1pl+Dat	2
1215	Verb+Pos+Noun+FutPart+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1pl+Nom	2
1216	Verb+Pos+Noun+FutPart+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Nom+Verb+Pres+Cop+A3sg	2
1217	Verb+Pos+Noun+FutPart+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Nom	2
1218	Verb+Pos+Noun+FutPart+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Loc	2
1219	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Dat	2
1220	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Loc	2
1221	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Dat	2
1222	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Gen	2
1223	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Loc+Adj+Rel	2
1224	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Dat	2
1225	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc+Adj+Rel	2
1226	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+Cop+A3sg	2
1227	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+P3sg+Nom	2
1228	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Nom	2
1229	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom	2
1230	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen+Pron+Rel+A3sg+Pnon+Nom	2
1231	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Acc	2
1232	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Equ	2
1233	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Loc	2
1234	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Gen	2
1235	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen	2
1236	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Gen	2
1237	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Abl	2
1238	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom	2
1239	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Verb+Adv+While	2
1240	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A1pl	2
1241	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A2sg	2
1242	Verb+Pos+Noun+NotState+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Dat	2
1243	Verb+Pos+Noun+NotState+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom	2
1244	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom	2
1245	Verb+Verb+Pass+Neg+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom	2
1246	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Abl	2
1247	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Dat	2
1248	Verb+Verb+Pass+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Verb+Pres+Cop+A3sg	2
1249	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Gen	1
1250	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Nom	1
1251	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom	1
1252	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Ins	1
1253	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom+Verb+Pres+A1sg	1
1254	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Dat	1
1255	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Acc	1
1256	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Gen	1
1257	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Ins	1
1258	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A1sg	1
1259	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A2sg	1
1260	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1pl+Dat	1
1261	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Apos+Abl	1
1262	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Apos+Gen	1
1263	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Apos+Loc	1
1264	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Loc+Adj+Rel	1
1265	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Loc+Verb+Past+A3sg	1
1266	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom+Verb+Narr+A3sg	1
1267	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Loc+Adj+Rel	1
1268	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Abl	1
1269	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Nom+Verb+Past+A3sg	1
1270	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2pl+Acc	1
1271	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Loc+Verb+Pres+A1pl	1
1272	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Loc+Verb+Pres+Cop+A3pl	1
1273	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Apos+Equ	1
1274	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Apos+Gen+Pron+Rel+A3sg+Pnon+Nom	1
1275	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Acc+Verb+Cond	1
1276	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Gen	1
1277	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Dat	1
1278	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Abl	1
1279	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Acc	1
1280	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Ins	1
1281	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With	1
1282	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A1pl	1
1283	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3pl+Pnon+Gen	1
1284	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Loc	1
1285	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Abl	1
1286	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Acc	1
1287	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Abl	1
1288	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P2pl+Abl	1
1289	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P2pl+Nom	1
1290	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Apos+Gen	1
1291	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Equ	1
1292	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Nom+Verb+Cond+A3sg	1
1293	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	1
1294	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Loc+Verb+Pres+Cop+A3sg	1
1295	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3pl+P3sg+Nom	1
1296	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom	1
1297	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	1
1298	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Verb+Past+A3sg	1
1299	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Verb+Pres+A1pl	1
1300	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	1
1301	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	1
1302	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	1
1303	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Pos+Noun+PastPart+A3pl+P2pl+Abl+Verb+Pres+A1pl	1
1304	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	1
1305	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	1
1306	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Cond+A2pl	1
1307	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Narr+A1pl	1
1308	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Narr+A1sg	1
1309	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A2sg+Cop+A3sg	1
1310	Adj+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Nom	1
1311	Adj+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen	1
1312	Adj+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Acc	1
1313	Adj+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Acc	1
1314	Adj+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Verb+Narr+A3sg	1
1315	Adj+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Verb+Past+A3sg	1
1316	Adj+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A1sg	1
1317	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1pl+Nom+Verb+Pres+Cop+A3sg	1
1318	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P2pl+Abl	1
1319	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P2pl+Gen	1
1320	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P2pl+Ins	1
1321	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P2pl+Loc+Adj+Rel	1
1322	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3pl+Nom+Verb+Pres+A2sg	1
1323	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Abl+Verb+Narr+A3sg	1
1324	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Abl+Verb+Pres+A1sg	1
1325	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Apos+Acc	1
1326	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Apos+Loc	1
1327	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Gen+Verb+Pres+Cop+A3sg	1
1328	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Abl+Verb+Cond+A3sg	1
1329	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Gen+Pron+Rel+A3sg+Pnon+Nom	1
1330	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Loc+Adj+Rel+A3pl+Pnon+Nom	1
1331	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Dat+Verb+Pres+Cop+A3sg	1
1332	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen+Pron+Rel+A3sg+Pnon+Abl	1
1333	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen+Pron+Rel+A3sg+Pnon+Dat	1
1334	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen+Verb+Narr+A3sg	1
1335	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen+Verb+Past+A3sg	1
1336	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom+Verb+Past+A3pl	1
1337	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Nom+Verb+Pres+A2pl	1
1338	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Dat+Verb+Pres+Cop+A3sg	1
1339	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Nom+Verb+Cond+A3sg	1
1340	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2pl+Abl	1
1341	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Loc+Verb+Pres+A1pl	1
1342	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Loc+Verb+Pres+A1sg	1
1343	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom+Verb+Cond+A2sg	1
1344	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom+Verb+Narr+A2pl	1
1345	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom+Verb+Narr+A3sg+Cop+A3sg	1
1346	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Apos+Ins	1
1347	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Gen+Pron+Rel+A3sg+Pnon+Ins	1
1348	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Gen+Pron+Rel+A3sg+Pnon+Nom	1
1349	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Gen+Verb+Past+A3sg	1
1350	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Gen+Verb+Pres+A1pl	1
1351	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Gen+Verb+Pres+Cop+A3sg	1
1352	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Loc+Adj+Rel	1
1353	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Loc+Verb+Cond+A3sg	1
1354	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom+Verb+Cond+A1sg	1
1355	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom+Verb+Narr+A3pl	1
1356	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom+Verb+Past+A3pl	1
1357	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen+Pron+Rel+A3sg+Pnon+Abl	1
1358	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen+Verb+Cond+A3sg	1
1359	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Loc+Verb+Pres+Cop+A3pl	1
1360	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Dat+Verb+Pres+A2pl	1
1361	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Dat+Verb+Pres+A2sg	1
1362	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Gen+Pron+Rel+A3sg+Pnon+Dat	1
1363	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Gen+Verb+Past+A3sg	1
1364	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Ins+Verb+Adv+While	1
1365	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc+Adj+Rel+A3pl+Pnon+Gen	1
1366	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc+Adj+Rel+A3pl+Pnon+Nom	1
1367	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc+Verb+Cond+A3sg	1
1368	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc+Verb+Pres+A1pl	1
1369	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc+Verb+Pres+Cop+A3sg	1
1370	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1pl+Acc	1
1371	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Loc	1
1372	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom+Verb+Past+A3sg	1
1373	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Loc	1
1374	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Nom	1
1375	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Acc	1
1376	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2pl+Nom	1
1377	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Acc	1
1378	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Dat	1
1379	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Nom	1
1380	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Gen	1
1381	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Ins	1
1382	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Cond+A3sg	1
1383	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A1pl	1
1384	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A1sg	1
1385	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+Cop+A3pl	1
1386	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Abl	1
1387	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Nom	1
1388	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+P1sg+Nom	1
1389	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+P3sg+Acc	1
1390	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+P3sg+Dat	1
1391	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P1sg+Acc	1
1392	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P1sg+Ins	1
1393	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P2pl+Abl	1
1394	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P2pl+Ins	1
1395	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Nom+Verb+Past+A3sg	1
1396	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Loc+Verb+Pres+Cop+A3sg	1
1397	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Loc+Adj+Rel	1
1398	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Nom+Verb+Narr+A3sg	1
1399	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3pl+Apos+Dat	1
1400	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3pl+Apos+Ins	1
1401	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3pl+Apos+Loc	1
1402	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Abl+Verb+Past+A3sg	1
1403	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Acc+Verb+Cond	1
1404	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Loc+Verb+Cond+A3sg	1
1405	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Apos+Ins	1
1406	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Verb+Become+Pos+Noun+PastPart+A3pl+P3sg+Dat	1
1407	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Verb+Become+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	1
1408	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Verb+Narr+A3sg	1
1409	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Adj+PastPart+P3pl	1
1410	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Adj+PastPart+P3sg	1
1411	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Adv+AsLongAs	1
1412	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Fut+A3sg	1
1413	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Imp+A2pl	1
1414	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Narr+A3pl+Cop+A3sg	1
1415	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Narr+Past+A3sg	1
1416	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Noun+Inf1+A3sg+Pnon+Nom	1
1417	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Noun+Inf2+A3sg+Pnon+Nom	1
1418	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	1
1419	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Noun+PastPart+A3pl+P3sg+Nom+Verb+Pres+Cop+A3sg	1
1420	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Noun+PastPart+A3sg+Pnon+Nom	1
1421	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Adj+PresPart+Noun+A3pl+P3sg+Nom	1
1422	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	1
1423	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Fut+A1sg	1
1424	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Imp+A2pl	1
1425	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Narr+Past+A1pl	1
